"EffectiveStartDate","ClassificationCode","OrganizationCode","EffectiveEndDate","InternalAddressLine","InternalExternalFlag","LegislationCode","Name","Status","AllocateSerialFlag","AllowDifferentStatus","AllowNegOnhandCcTxns","AutoBreakdownEnabled","AutoDelAllocFlag","AutoLotAlphaPrefix","AutoSerialAlphaPrefix","CapturePickingException","ChildLotAlphaPrefix","ChildLotNumberLength","ChildLotValidationFlag","ChildLotZeroPaddingFlag","CopyLotAttributeFlag","CreateLotUomConversion","DefaultLocatorOrderValue","DefaultSubinvOrderValue","DistributedOrganizationFlag","EnforceLocatorAlisUnqFlag","FifoOrigRcptDateFlag","FillKillMoveOrderFlag","InventoryFlag","LotNumberGeneration","LotNumberLength","LotNumberUniqueness","LotNumberZeroPadding","LpnPrefix","LpnStartingNumber","LpnSuffix","MoPickConfirmRequired","NegativeInvReceiptCode","OvpkTransferOrdersEnabled","ParentChildGenerationFlag","PickSlipBatchSize","PreFillPickedQty","PurchasingByRevision","ReplnshMoveOrderGrouping","RoundReorderQtyFlag","SerialNumberGeneration","SerialNumberType","StandardPackEnabled","StartAutoSerialNumber","StartingRevision","StockLocatorControlCode","TotalLpnLength","Ucc128SuffixFlag","InternalLocationCode","LocationEffectiveEndDate","LocationEffectiveStartDate","LocationSetCode","BusinessUnitName","RuleName","ReasonName","LegalEntityIdentifier","ScheduleName","MasterOrgCode","ProfitCenterBuName","MfgPlantFlag","ContractMfgFlag","SupplierName","SupplierSiteName","EamEnabledFlag","TimezoneCode","FillKillTransferOrdersFlag","IntegratedSystemCode","ItemGroupingCode","ItemDefinitionOrgCode","AttributeCategory","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15","AttributeDate1","AttributeDate2","AttributeDate3","AttributeDate4","AttributeDate5","AttributeNumber1","AttributeNumber2","AttributeNumber3","AttributeNumber4","AttributeNumber5","AttributeNumber6","AttributeNumber7","AttributeNumber8","AttributeNumber9","AttributeNumber10","AttributeTimestamp1","AttributeTimestamp2","AttributeTimestamp3","AttributeTimestamp4","AttributeTimestamp5","SourceType","ProjectReferenceEnabled","TrackCountryOfOriginFlag","InternalCustomerFlag","CustomerAccountNumber","PartyName","UseCurItemCostFlag","SpecialHndlngOvrpkFlag","FABookTypeCode","AllowItemSubstitutions","WmsWithMfgAlm","FillKillSalesOrderFlag","KanbanCardPrefix","KanbanCardStartNumber","MaintTechWbEnabledFlag","ExpiredLotSubinventory","ExpiredSubinventorySIN","ExpiredLotLocation"
"0001/01/01","INV","BG","4712/12/31","","INT","","BG - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","BG","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","DE","4712/12/31","","INT","","DE - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","DE","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","IE","4712/12/31","","INT","","IE - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","IE","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","CA","4712/12/31","","INT","","CA - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","CA","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","NL","4712/12/31","","INT","","NL - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","NL","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","US","4712/12/31","","INT","","US - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","US","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","IS","4712/12/31","","INT","","IS - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","IS","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","CZ","4712/12/31","","INT","","CZ - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","CZ","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","FR","4712/12/31","","INT","","FR - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","FR","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","PL","4712/12/31","","INT","","PL - SQ Planning Logical Organization","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","SQ_LOGICAL_INV_LOC","4712/12/31","1951/01/01","COMMON","US","","","LE_001","SQ Planning Calendar (5-4-4)","MAS","","","","","","","America/Los_Angeles","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","PL","SQ SDM Planning","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","PCH","4712/12/31","","INT","","PCH Warehouse","I","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","2","","","","","","","","1","1","","1","0","1","","","PCH - IPD","4712/12/31","2025/02/25","COMMON","US","","","LE_001","Updated Square Schedule","MAS","US","Y","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","PCH","SQ SDM Planning","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","FSJ","4712/12/31","","INT","","FSJ Warehouse","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","1","","","","","","2","","","","","","","","1","1","","1","0","1","","","FSJ_SAN_JOSE_LOC","4712/12/31","1951/01/01","COMMON","Proto Global, LLC - 163","","","LE_163","BK GOP Schedule","MAS","Proto Global, LLC - 163","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","FSJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","FSJ-","","N","","",""
"0001/01/01","INV","CPSAU","4712/12/31","","INT","","Clearpay SAU - 338","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","ES - M - Madrid - Castellana","4712/12/31","2000/01/01","COMMON","Clearpay S.A.U. (ES) - 338","","","LE_338","Updated Square Schedule","MAS","Clearpay S.A.U. (ES) - 338","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","CPSAU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","CPTSL","4712/12/31","","INT","","Clearpay Technology S.L. - 339","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","ES - M - Madrid - Castellana","4712/12/31","2000/01/01","COMMON","Clearpay Technology S.L. (ES) - 339","","","LE_339","Updated Square Schedule","MAS","Clearpay Technology S.L. (ES) - 339","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","CPTSL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","APCA","4712/12/31","","INT","","Afterpay Canada Limited","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","CA - BC - Vancouver","4712/12/31","1951/01/01","COMMON","Afterpay Canada Limited (CA) - 153","","","LE_153","Updated Square Schedule","MAS","Afterpay Canada Limited (CA) - 153","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","APCA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","APCN","4712/12/31","","INT","","Afterpay CN - 221","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","CN - Shanghai -Jin Mao","4712/12/31","1951/01/01","COMMON","Afterpay Information Technology Service (Shanghai) Co., Ltd. (CN) - 221","","","LE_221","Updated Square Schedule","MAS","Afterpay Information Technology Service (Shanghai) Co., Ltd. (CN) - 221","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","APCN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
"0001/01/01","INV","APACSPL","4712/12/31","","INT","","Afterpay ACSPL-264","A","","","","N","","","","Y","","","","","","","","","","","","","Y","2","30","2","","","","","","1","","","","","","","","1","1","","1","0","1","","","AU - VIC - Collins","4712/12/31","2024/07/18","COMMON","Afterpay Corporate Services Pty Ltd (AU) - 264","","","LE_264","Updated Square Schedule","MAS","Afterpay Corporate Services Pty Ltd (AU) - 264","","","","","","UTC","","ORA_RCS_IS_INVMGMT","ORA_RCS_IGB_DFTN","APACSPL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","N","N","N","","","N","","",""
